,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
0,005930,삼성전자,KOSPI,,54100,1,400,0.74,53900,54400,52700,22804926,1228936823600,322965235955000,5969782550,STK,통신 및 방송 장비 제조업,"통신 및 방송 장비 제조(무선) 제품, 반도체 제조(메모리) 제품, 전자부품 제조(디스플레이) 제품, 영상 및 음향기기 제조(영상기기) 제품 등",1975-06-11,12월,한종희,http://www.samsung.com/sec,경기도
1,000660,SK하이닉스,KOSPI,,167100,2,-5900,-3.41,173500,173600,165000,4415296,740875356642,121649195191500,728002365,STK,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,곽노정,http://www.skhynix.com,경기도
2,373220,LG에너지솔루션,KOSPI,,390500,1,8500,2.23,383000,397000,383000,263810,102910783500,91377000000000,234000000,STK,일차전지 및 이차전지 제조업,"2차전지 (소형,ESS,자동차전지)",2022-01-27,12월,김동명,,서울특별시
3,207940,삼성바이오로직스,KOSPI,,962000,2,-2000,-0.21,970000,984000,956000,79021,76372916000,68469388000000,71174000,STK,기초 의약물질 제조업,바이오의약품,2016-11-10,12월,임존종보 (Rim John Chongbo),http://www.samsungbiologics.com,인천광역시
4,005380,현대차,KOSPI,,203500,2,-1000,-0.49,203500,206000,200000,771570,156792394000,42616194868500,209416191,STK,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",1974-06-28,12월,"정의선, 장재훈, 이동석(각자 대표이사)",http://www.hyundai.com,서울특별시
5,068270,셀트리온,KOSPI,,180100,2,-900,-0.5,181000,182400,176900,592555,106666390100,39095847575400,217078554,STK,기초 의약물질 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09,12월,"기우성, 김형기, 서진석",http://www.celltrion.com,인천광역시
6,000270,기아,KOSPI,,94800,1,800,0.85,94100,96200,93200,971100,91846869400,37699365513600,397672632,STK,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시
7,010130,고려아연,KOSPI,,1813000,2,-187000,-9.35,2124000,2407000,1736000,248705,520852009000,37535052079000,20703283,STK,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"박기덕, 정태웅",http://www.koreazinc.co.kr,서울특별시
8,005935,삼성전자우,KOSPI,,45500,2,-50,-0.11,45100,45800,44700,1110438,50387861350,37441344850000,822886700,STK,,,,,,,
9,105560,KB금융,KOSPI,,85300,2,-500,-0.58,84900,88600,84900,4828139,416315511236,33567974481900,393528423,STK,기타 금융업,-,2008-10-10,12월,양종희,http://www.kbfg.com,서울특별시
10,035420,NAVER,KOSPI,,204500,1,500,0.25,204000,206000,197300,1328714,269336029900,32400368136000,158437008,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,최수연,http://www.navercorp.com,경기도
11,055550,신한지주,KOSPI,,51300,1,1500,3.01,50800,52300,50200,2177873,111420223101,25826745172500,503445325,STK,기타 금융업,금융지주회사,2001-09-10,12월,진옥동,http://www.shinhangroup.com,서울특별시
12,012330,현대모비스,KOSPI,,237000,1,500,0.21,238500,242000,235000,161727,38451567000,22039837278000,92995094,STK,자동차 신품 부품 제조업,"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)",1989-09-05,12월,"정의선, 이규석",http://www.mobis.com,서울특별시
13,005490,POSCO홀딩스,KOSPI,,265500,2,-1000,-0.38,266500,270500,257000,464808,122727927500,21936772093500,82624377,STK,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 장인화, 대표이사 사장 정기섭",http://www.posco-inc.com,경상북도
14,028260,삼성물산,KOSPI,,120700,2,-800,-0.66,122200,122500,120000,265943,32272138456,21458541714900,177784107,STK,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",2014-12-18,12월,"오세철, 정해린, 이재언",http://www.samsungcnt.com,서울특별시
15,032830,삼성생명,KOSPI,,102800,1,1300,1.28,101500,103300,99000,322720,32706651100,20560000000000,200000000,STK,보험업,"생명보험,부동산 임대",2010-05-12,12월,홍원학,http://www.samsunglife.com,서울특별시
16,035720,카카오,KOSPI,,44500,1,400,0.91,44400,45650,42850,6644978,295102062850,19738087763000,443552534,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,정신아,http://www.kakaocorp.com,제주특별자치도
17,138040,메리츠금융지주,KOSPI,,100600,1,300,0.3,101100,101900,99100,267710,26891462300,19186443468400,190720114,STK,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시
18,051910,LG화학,KOSPI,,266500,1,1500,0.57,264500,270000,259000,292470,77692414500,18812859409500,70592343,STK,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
19,329180,HD현대중공업,KOSPI,,209000,2,-3500,-1.65,212500,212500,200500,262204,54243142500,18553581244000,88773116,STK,선박 및 보트 건조업,"선박, 해양플랜트 및 엔진기계 등",2021-09-17,12월,"이상균, 노진율 (각자 대표이사)",http://www.hhi.co.kr,울산광역시
20,000810,삼성화재,KOSPI,,378500,2,-13500,-3.44,374000,388500,374000,260028,99149481429,17931375804500,47374837,STK,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",1975-06-30,12월,이문화,http://www.samsungfire.com,서울특별시
21,086790,하나금융지주,KOSPI,,60800,1,1200,2.01,59800,62000,59700,2190709,133254555100,17464245504000,287240880,STK,기타 금융업,기타 금융,2005-12-12,12월,함영주,http://www.hanafn.com,서울특별시
22,006400,삼성SDI,KOSPI,,251500,3,0,0.0,251000,258000,244500,354899,89261641500,17294279295000,68764530,STK,일차전지 및 이차전지 제조업,"2차전지, 전자재료 제조 판매",1979-02-27,12월,최윤호,http://www.samsungsdi.co.kr,경기도
23,096770,SK이노베이션,KOSPI,,114200,1,2900,2.61,111300,115500,111200,296981,33867398400,17248171419200,151034776,STK,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,박상규,http://www.SKinnovation.com,서울특별시
24,196170,알테오젠,KOSDAQ GLOBAL,기술성장기업부,306000,2,-5000,-1.61,314000,314500,295000,1076174,326195581000,16315561368000,53318828,KSQ,자연과학 및 공학 연구개발업,바이오시밀러 및 바이오베터,2014-12-12,12월,박순재,http://www.alteogen.com,대전광역시
25,011200,HMM,KOSPI,,18000,2,-210,-1.15,18220,18500,17750,1153122,20900707030,15858710928000,881039496,STK,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,김경배,http://www.hmm21.com,서울특별시
26,033780,KT&G,KOSPI,,118100,2,-3900,-3.2,122900,122900,117600,198416,23676209300,14964745895700,126712497,STK,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,방경만,http://www.ktng.com,대전광역시
27,259960,크래프톤,KOSPI,,310500,2,-6000,-1.9,318000,318000,307000,102932,32097363500,14873140957500,47900615,STK,소프트웨어 개발 및 공급업,<배틀그라운드> 등 게임 소프트웨어,2021-08-10,12월,김창한,http://www.krafton.com,서울특별시
28,066570,LG전자,KOSPI,,85100,2,-900,-1.05,86000,86600,83300,453905,38584602800,13926428971400,163647814,STK,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,조주완,http://www.lge.co.kr,서울특별시
29,015760,한국전력,KOSPI,,21250,2,-400,-1.85,21700,22000,20750,2809343,59921842600,13641736636250,641964077,STK,전기업,"전력자원개발,발전,송전,전력용기자재확보",1989-08-10,12월,김동철,http://www.kepco.co.kr,전라남도
30,012450,한화에어로스페이스,KOSPI,,298000,2,-10000,-3.25,314500,317500,286000,932726,276597954500,13583185978000,45581161,STK,"항공기,우주선 및 부품 제조업","항공기엔진,특수방산장비 제조/정비사업",1987-05-27,12월,"손재일, 김동관",http://www.hanwhaaerospace.co.kr/,경상남도
31,009540,HD한국조선해양,KOSPI,,189300,2,-4900,-2.52,194600,194600,185000,284515,53731270300,13397350858800,70773116,STK,기타 금융업,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",1999-08-24,12월,"정기선, 김성준 (각자 대표이사)",http://www.ksoe.co.kr,경기도
32,003670,포스코퓨처엠,KOSPI,,165200,1,1900,1.16,163200,166500,157200,342232,55678641400,12796923944000,77463220,STK,일차전지 및 이차전지 제조업,"내화물, 생석회, 음극재 및 양극재",2019-05-29,12월,유병옥,http://www.poscofuturem.com,경상북도
33,267260,HD현대일렉트릭,KOSPI,,355000,2,-13500,-3.66,364000,366500,351000,254251,90621534000,12796732925000,36047135,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,조 석,http://www.hyundai-elec.com,경기도
34,247540,에코프로비엠,KOSDAQ GLOBAL,우량기업부,129400,1,500,0.39,128800,132000,125000,498230,64246253700,12655493913600,97801344,KSQ,일차전지 및 이차전지 제조업,양극활물질,2019-03-05,12월,최문호,http://www.ecoprobm.co.kr,충청북도
35,017670,SK텔레콤,KOSPI,,58000,2,-200,-0.34,58500,58800,57300,646102,37444446700,12457823074000,214790053,STK,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,유영상,http://www.sktelecom.com,서울특별시
36,316140,우리금융지주,KOSPI,,16190,1,100,0.62,16050,16380,15810,2559816,41258507420,12022556401190,742591501,STK,기타 금융업,금융지주,2019-02-13,12월,임종룡,http://www.woorifg.com/,서울특별시
37,003550,LG,KOSPI,,75800,1,1200,1.61,75200,76000,74600,184825,13972742600,11923415269400,157300993,STK,기타 금융업,지주회사,1970-02-13,12월,"구광모, 권봉석",http://www.lg.co.kr,서울특별시
38,024110,기업은행,KOSPI,,14600,1,270,1.88,14440,14850,14370,1590883,23258727860,11642417687400,797425869,STK,은행 및 저축기관,은행업,2003-12-24,12월,김성태,http://www.ibk.co.kr,서울특별시
39,034020,두산에너빌리티,KOSPI,,18080,2,-610,-3.26,18550,18900,17640,10187456,185028112200,11581345519680,640561146,STK,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",2000-10-25,12월,"박지원, 정연인, 박상현",http://https://www.doosanenerbility.com/kr,경상남도
40,030200,KT,KOSPI,,45300,2,-2400,-5.03,48000,48800,45000,1242901,57321654530,11416582330500,252021685,STK,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,김영섭,http://www.kt.com,경기도
41,323410,카카오뱅크,KOSPI,,23650,1,1100,4.88,22650,24050,22050,2257458,52542037250,11280308265050,476968637,STK,은행 및 저축기관,은행 및 금융서비스,2021-08-06,12월,윤호영,,경기도
42,402340,SK스퀘어,KOSPI,,79400,1,500,0.63,79500,80200,77100,258503,20372752300,10699146824000,134749960,STK,기타 금융업,지주회사,2021-11-29,12월,한명진,http://www.sksquare.com,서울특별시
43,018260,삼성에스디에스,KOSPI,,136100,3,0,0.0,135500,139400,134400,188171,25696696600,10531118580000,77377800,STK,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO",2014-11-14,12월,황성우,http://www.samsungsds.com,서울특별시
44,042660,한화오션,KOSPI,,31900,2,-650,-2.0,32600,32700,30500,4156694,131213245800,9774587268600,306413394,STK,선박 및 보트 건조업,선박 제조,2001-02-02,12월,김희철,http://www.hanwhaocean.com/pub/main/index.do,경상남도
45,034730,SK,KOSPI,,132500,2,-500,-0.38,133700,135300,130300,137929,18239156600,9606608147500,72502703,STK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장용호",http://www.sk-inc.com/,서울특별시
46,028300,HLB,KOSDAQ,중견기업부,72400,2,-700,-0.96,73700,73700,70500,841914,60622177400,9512450149200,131387433,KSQ,의료용품 및 기타 의약 관련제품 제조업,"의료기기, 의약외품 등",1996-07-27,12월,"진양곤, 백윤기 (각자대표)",http://hlbbio.co.kr,세종특별자치시
47,086520,에코프로,KOSDAQ,우량기업부,70800,1,1100,1.58,70300,71800,68400,1098995,77365566100,9426194472000,133138340,KSQ,기타 금융업,"환경소재,화학필터,이차전지소재등",2007-07-20,12월,송호준,http://www.ecopro.co.kr,충청북도
48,010140,삼성중공업,KOSPI,,10630,2,-240,-2.21,10870,10900,10370,5659743,60085039910,9354400000000,880000000,STK,선박 및 보트 건조업,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",1994-01-28,12월,최성안,http://www.samsungshi.com,경기도
49,000100,유한양행,KOSPI,,114900,2,-2000,-1.71,116100,117700,112800,1121605,129479427400,9216021453600,80209064,STK,의약품 제조업,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",1962-11-01,12월,대표이사 조욱제,http://www.yuhan.co.kr,서울특별시
50,003490,대한항공,KOSPI,,24300,2,-250,-1.02,24600,24900,23600,1229940,29910550300,8947762062300,368220661,STK,항공 여객 운송업,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",1966-03-18,12월,"조원태, 우기홍",http://www.koreanair.com,서울특별시
51,086280,현대글로비스,KOSPI,,114400,2,-2300,-1.97,116000,117000,113200,131519,15099146600,8580000000000,75000000,STK,기타 운송관련 서비스업,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",2005-12-26,12월,이규복,http://www.glovis.net,서울특별시
52,009150,삼성전기,KOSPI,,110400,1,900,0.82,110600,113500,107600,669249,74263347800,8246184038400,74693696,STK,전자부품 제조업,"수동소자 (MLCC, Inductor, Chip Resistor 등), 모듈(카메라모듈, 통신모듈), 반도체패키지 기판",1979-02-27,12월,장덕현,http://www.sem.samsung.co.kr,경기도
53,326030,SK바이오팜,KOSPI,,101800,2,-2300,-2.21,104300,104300,99100,260395,26399592300,7972288850000,78313250,STK,자연과학 및 공학 연구개발업,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,2020-07-02,12월,이동훈,,경기도
54,352820,하이브,KOSPI,,189000,2,-1400,-0.74,189500,191100,184400,212894,40136635900,7872246333000,41652097,STK,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",2020-10-15,12월,이재상,http://hybecorp.com,서울특별시
55,005830,DB손해보험,KOSPI,,105000,1,1600,1.55,104300,105900,103200,160731,16855385068,7434000000000,70800000,STK,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,"김정남, 정종표",http://www.idbins.com,서울특별시
56,042700,한미반도체,KOSPI,,72300,2,-2100,-2.82,73700,74300,70500,499664,36068982200,6985210925700,96614259,STK,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",2005-07-22,12월,곽동신,http://www.hanmisemi.com,인천광역시
57,047050,포스코인터내셔널,KOSPI,,39550,2,-100,-0.25,39650,40400,37700,1048936,41351639800,6957746265400,175922788,STK,상품 중개업,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",2001-03-23,12월,대표이사 사장 이계인,http://www.poscointl.com,서울특별시
58,010950,S-Oil,KOSPI,,55400,2,-100,-0.18,55900,55900,54100,144283,7928604700,6237086676800,112582792,STK,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Anwar A. Al-Hejazi (안와르 에이 알-히즈아지),http://www.s-oil.com,서울특별시
59,267250,HD현대,KOSPI,,77200,2,-1000,-1.28,78300,78800,75600,158692,12204849800,6098266162000,78993085,STK,기타 금융업,지주회사,2017-05-10,12월,"권오갑, 정기선",http://www.hd.com,경기도
60,090430,아모레퍼시픽,KOSPI,,102800,2,-2300,-2.19,105000,105800,101600,201843,20863217400,6013055625200,58492759,STK,기타 화학제품 제조업,"화장품,생활용품 제조, 판매",2006-06-29,12월,"서경배, 김승환",http://www.apgroup.com,서울특별시
61,005387,현대차2우B,KOSPI,,158300,1,3300,2.13,154700,158400,151200,106795,16550580000,5660711595300,35759391,STK,,,,,,,
62,443060,HD현대마린솔루션,KOSPI,,127000,1,200,0.16,126800,127900,123100,99854,12600839000,5645150000000,44450000,STK,"건축기술, 엔지니어링 및 관련 기술 서비스업","AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",2024-05-08,12월,이기동,http://www.hd-marinesolution.com/,부산광역시
63,047810,한국항공우주,KOSPI,,55200,2,-2400,-4.17,56900,57300,54100,915650,50504558900,5380625906400,97475107,STK,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,강구영,http://www.koreaaero.com,경상남도
64,021240,코웨이,KOSPI,,72700,1,300,0.41,72900,74600,71700,178647,13005198400,5365232301300,73799619,STK,그외 기타 개인 서비스업,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",2001-08-07,12월,서장원,http://company.coway.com,충청남도
65,088980,맥쿼리인프라,KOSPI,,11030,1,160,1.47,10900,11030,10800,1258195,13700245380,5282509582790,478921993,STK,신탁업 및 집합투자업,증권투자회사,2006-03-15,12월,맥쿼리자산운용(주),http://www.macquarie.com/kr/kr/mkif/index.html,서울특별시
66,450080,에코프로머티,KOSPI,,76000,1,700,0.93,76000,79000,73300,881195,67202501600,5249365448000,69070598,STK,일차전지 및 이차전지 제조업,배터리 양극재용 핵심소재 하이니켈 전구체,2023-11-17,12월,김병훈,http://ecopromaterials.com/,경상북도
67,180640,한진칼,KOSPI,,77700,1,1700,2.24,77800,78400,76100,64799,5019380800,5187429078300,66762279,STK,기타 금융업,"지주사업, 경영자문 및 컨설팅",2013-09-16,12월,"조원태, 류경표",http://www.hanjinkal.co.kr,서울특별시
68,064350,현대로템,KOSPI,,47250,2,-550,-1.15,47850,48350,45750,2199791,103203835700,5156973344250,109142293,STK,철도장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,이용배,http://www.hyundai-rotem.co.kr,경상남도
69,051900,LG생활건강,KOSPI,,327000,1,2500,0.77,326500,330500,323500,42278,13834299500,5107150419000,15618197,STK,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,이정애,http://www.lghnh.com,서울특별시
70,006800,미래에셋증권,KOSPI,,8420,2,-120,-1.41,8570,8630,8320,651223,5494522160,5012564155360,595316408,STK,금융 지원 서비스업,"유가증권매매,유가증권위탁매매,유가증권인수",1975-09-30,12월,"김미섭, 허선호",http://securities.miraeasset.com,서울특별시
71,032640,LG유플러스,KOSPI,,11190,1,40,0.36,11170,11270,11020,1578539,17621872960,4885681129590,436611361,STK,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,황현식,http://www.uplus.co.kr,서울특별시
72,251270,넷마블,KOSPI,,56100,1,900,1.63,55500,56900,54800,113663,6362452800,4821991462200,85953502,STK,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 김병규 (각자 대표이사)",http://company.netmarble.com,서울특별시
73,029780,삼성카드,KOSPI,,41250,2,-550,-1.32,42400,42750,41250,72625,3029817000,4779179253750,115858891,STK,기타 금융업,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",2007-06-27,12월,김대환,http://www.samsungcard.co.kr,서울특별시
74,161390,한국타이어앤테크놀로지,KOSPI,,38400,1,250,0.66,38600,39000,37650,297684,11389109450,4756802649600,123875069,STK,고무제품 제조업,타이어 제조,2012-10-04,12월,이수일,http://www.hankooktire.com,경기도
75,010620,HD현대미포,KOSPI,,119000,2,-2200,-1.82,120000,120800,112100,344636,40434023600,4753115731000,39942149,STK,선박 및 보트 건조업,"선박수리,선박개조,선박신조",1983-12-20,12월,김형관,http://www.hd-hmd.com,울산광역시
76,034220,LG디스플레이,KOSPI,,9210,1,50,0.55,9240,9380,9080,1169740,10816822950,4605000000000,500000000,STK,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정철동,http://www.lgdisplay.com,서울특별시
77,003230,삼양식품,KOSPI,,606000,2,-7000,-1.14,613000,619000,588000,78966,47689384000,4565007090000,7533015,STK,기타 식품 제조업,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",1975-06-30,12월,"김정수, 김동찬",http://www.samyangfoods.com,서울특별시
78,005940,NH투자증권,KOSPI,,13900,2,-70,-0.5,14050,14190,13710,507947,7057278650,4552142956100,327492299,STK,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,윤병운,http://www.nhqv.com,서울특별시
79,010120,LS ELECTRIC,KOSPI,,150900,2,-3000,-1.95,153300,153900,146000,237282,35540191500,4527000000000,30000000,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 김동현",http://www.ls-electric.com,경기도
80,241560,두산밥캣,KOSPI,,44100,1,700,1.61,43200,44900,42200,817736,35901944700,4420988220600,100249166,STK,특수 목적용 기계 제조업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,"스캇성철박, 조덕제",http://www.doosanbobcat.com,경기도
81,036570,엔씨소프트,KOSPI,,200500,2,-5500,-2.67,203500,209500,199900,145206,29441279800,4401781411000,21954022,STK,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",2003-05-22,12월,"김택진, 박병무 (공동대표이사)",http://www.ncsoft.net,서울특별시
82,071050,한국금융지주,KOSPI,,76400,2,-400,-0.52,77500,78000,74900,112367,8571293800,4257465788800,55725992,STK,기타 금융업,금융지주회사,2003-07-21,12월,김남구,http://www.koreaholdings.com,서울특별시
83,016360,삼성증권,KOSPI,,47350,1,250,0.53,47250,47850,46000,369489,17396740100,4228355000000,89300000,STK,금융 지원 서비스업,"유가증권의 매매,위탁매매,인수주선",1988-03-28,12월,박종문,http://www.samsungpop.com,서울특별시
84,079550,LIG넥스원,KOSPI,,188900,2,-5000,-2.58,192900,195300,183200,307377,57599139200,4155800000000,22000000,STK,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,신익현,http://www.lignex1.com,경기도
85,271560,오리온,KOSPI,,103800,3,0,0.0,104600,104700,102000,110605,11416778300,4103850501600,39536132,STK,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이승준,http://www.orionworld.com,서울특별시
86,377300,카카오페이,KOSPI,,30350,1,1750,6.12,29150,32300,27850,8072606,248567948550,4085794665650,134622559,STK,금융 지원 서비스업,"간편결제, 간편송금 및 기타 금융서비스",2021-11-03,12월,신원근,http://www.kakaopay.com,경기도
87,272210,한화시스템,KOSPI,,21150,2,-550,-2.53,21650,21900,20650,2426129,51224457450,3995645077350,188919389,STK,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",2019-11-13,12월,손재일,http://hanwhasystems.com,경상북도
88,298040,효성중공업,KOSPI,,426000,2,-13500,-3.07,438000,438000,405500,98250,41444544500,3972257448000,9324548,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-,2018-07-13,12월,우태희,http://www.hyosungheavyindustries.com,서울특별시
89,454910,두산로보틱스,KOSPI,,61200,2,-1000,-1.61,61700,62600,58800,244601,14892470000,3966982776000,64819980,STK,특수 목적용 기계 제조업,협동로봇,2023-10-05,12월,"류정훈, 박인원, 조길성",http://www.doosanrobotics.com,경기도
90,097950,CJ제일제당,KOSPI,,262000,2,-3000,-1.13,265000,265000,257500,49084,12842305500,3944196732000,15054186,STK,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식,강신호(각자 대표이사)",http://www.cj.co.kr,서울특별시
91,141080,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,104700,2,-800,-0.76,105400,106400,100600,694447,71640024900,3833102388600,36610338,KSQ,자연과학 및 공학 연구개발업,신약후보물질 발굴을 통한 License-Out,2013-05-10,12월,김용주,http://www.legochembio.com,대전광역시
92,011070,LG이노텍,KOSPI,,159600,2,-2800,-1.72,162400,164500,157000,157746,25146195900,3777270277200,23667107,STK,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,문혁수,http://www.lginnotek.co.kr,서울특별시
93,078930,GS,KOSPI,,40500,3,0,0.0,40450,40850,39850,149975,6051630250,3763072809000,92915378,STK,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시
94,011790,SKC,KOSPI,,97500,2,-600,-0.61,101500,103600,94100,361772,35549442200,3692159055000,37868298,STK,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업",1997-07-18,12월,박원철,http://www.skc.kr,경기도
95,005385,현대차우,KOSPI,,154200,1,2400,1.58,151200,155700,149000,87489,13308878500,3681060549600,23871988,STK,,,,,,,
96,035250,강원랜드,KOSPI,,17080,1,10,0.06,17090,17340,16770,762208,12988887090,3654103740000,213940500,STK,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,최철규,http://kangwonland.high1.com,강원특별자치도
97,302440,SK바이오사이언스,KOSPI,,46550,2,-600,-1.27,47600,47950,45150,91604,4288409150,3647066489150,78347293,STK,기초 의약물질 제조업,백신 제품 및 제제,2021-03-18,12월,안재용,http://www.skbioscience.com,경기도
98,000150,두산,KOSPI,,219500,2,-2500,-1.13,220000,223000,209000,149671,32455457000,3626981782500,16523835,STK,기타 금융업,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",1973-06-29,12월,"박정원, 김민철, 문홍성",http://www.doosancorp.co.kr,서울특별시
99,175330,JB금융지주,KOSPI,,18300,1,30,0.16,18100,18350,17550,859949,15524973670,3570022523400,195083198,STK,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전북특별자치도
100,138930,BNK금융지주,KOSPI,,11140,2,-20,-0.18,11170,11450,10950,2433852,27163856580,3569665138780,320436727,STK,기타 금융업,금융지주회사,2011-03-30,12월,빈대인,http://www.bnkfg.com,부산광역시
