,Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
234,336260,두산퓨얼셀,KOSPI,,16450,1,170,1.04,16350,16800,15580,315929,5123672410,1077371792700,65493726,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,"정형락, 이두순 (각자 대표이사)",http://www.doosanfuelcell.com,전북특별자치도
235,001530,DI동일,KOSPI,,42500,0,0,0.0,0,0,0,0,0,1071666060000,25215672,STK,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
236,267270,HD현대건설기계,KOSPI,,57900,2,-700,-1.19,57800,59200,56100,154852,8897390700,1059893429400,18305586,STK,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,최철곤,http://www.hd-hyundaice.com,경기도
237,007340,DN오토모티브,KOSPI,,17790,2,-370,-2.04,18290,18290,17740,140654,2512700800,1050781738350,59065865,STK,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김인환,http://www.dnautomotive.com,경상남도
238,020150,롯데에너지머티리얼즈,KOSPI,,22700,2,-350,-1.52,22900,23500,22000,171417,3896665650,1046715954500,46110835,STK,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,김연섭,http://www.lotteenergymaterials.com,전북특별자치도
239,011210,현대위아,KOSPI,,38400,2,-50,-0.13,38400,38900,36400,70241,2675892150,1044291187200,27195083,STK,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,정재욱,http://www.hyundai-wia.com,경상남도
240,280360,롯데웰푸드,KOSPI,,108800,2,-2500,-2.25,112000,112100,107400,19106,2080093700,1026481651200,9434574,STK,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,"신동빈, 이영구, 이창엽",http://www.lottewellfood.com,서울특별시
241,195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,36000,2,-500,-1.37,36850,36850,35200,246189,8814808500,1019876076000,28329891,KSQ,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,곽달원,http://www.inno-n.com,충청북도
242,415640,KB발해인프라,KOSPI,,8080,1,20,0.25,8060,8080,7560,227323,1812181230,990168027840,122545548,STK,신탁업 및 집합투자업,,2024-11-29,12월,법인이사 케이비자산운용(주),,서울특별시
243,137400,피엔티,KOSDAQ GLOBAL,우량기업부,41700,1,600,1.46,41000,42100,39950,302933,12439636500,990086686200,23743086,KSQ,특수 목적용 기계 제조업,2차전지 및 전자소재용 Roll-to-Roll 장비,2012-07-06,12월,김준섭,http://www.epnt.co.kr,경상북도
244,300720,한일시멘트,KOSPI,,14190,2,-260,-1.8,14510,14510,14030,106326,1508076310,982821252600,69261540,STK,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈",2018-08-06,12월,전근식,http://www.hanilcement.com,서울특별시
245,248070,솔루엠,KOSPI,,19530,2,-300,-1.51,19800,19950,19050,182249,3561935870,976608411030,50005551,STK,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,전성호,http://www.solum-group.co.kr,경기도
246,001800,오리온홀딩스,KOSPI,,15510,2,-120,-0.77,15640,15840,15310,91039,1410285650,971630495220,62645422,STK,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시
247,365550,ESR켄달스퀘어리츠,KOSPI,,4520,1,5,0.11,4515,4665,4410,318032,1423403120,963162280000,213089000,STK,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,조주현,http://www.esrks-reit.com,서울특별시
248,298020,효성티앤씨,KOSPI,,218000,2,-2500,-1.13,222500,222500,212000,25907,5624492000,943434676000,4327682,STK,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,김치형,http://www.hyosungtnc.com,서울특별시
249,457190,이수스페셜티케미컬,KOSPI,,31150,1,50,0.16,30700,31550,29800,279274,8584525050,940987922000,30208280,STK,기초 화학물질 제조업,석유화학제품 및 정밀화학제품,2023-05-31,12월,류승호,http://www.isuspecialtychemical.com,서울특별시
250,001740,SK네트웍스,KOSPI,,4195,1,45,1.08,4150,4220,4050,631320,2619724625,928260798890,221277902,STK,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",1977-06-30,12월,이호정,http://www.sknetworks.co.kr,경기도
251,004490,세방전지,KOSPI,,66200,2,-1100,-1.63,67400,67500,64300,61834,4082197600,926800000000,14000000,STK,일차전지 및 이차전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28,12월,대표이사 김대웅,http://www.gbattery.com,서울특별시
252,034230,파라다이스,KOSPI,,9960,2,-30,-0.3,9990,10000,9460,207822,2038766040,914045365080,91771623,STK,유원지 및 기타 오락관련 서비스업,"카지노, 호텔, 복합리조트",2024-06-24,12월,"최종환, 최성욱",http://www.paradise.co.kr/ko/main,서울특별시
253,000815,삼성화재우,KOSPI,,285500,2,-2500,-0.87,285000,290000,283000,11632,3323604000,911316000000,3192000,STK,,,,,,,
254,004000,롯데정밀화학,KOSPI,,35250,1,1350,3.98,34200,35650,34150,118998,4179987750,909450000000,25800000,STK,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,김용석,http://www.lottefinechem.com,울산광역시
255,085620,미래에셋생명,KOSPI,,5130,2,-130,-2.47,5250,5290,5130,28859,151410990,908093049570,177016189,STK,보험업,생명보험상품,2015-07-08,12월,"김재식, 황문규",http://life.miraeasset.com,서울특별시
256,039130,하나투어,KOSPI,,56600,2,-500,-0.88,57000,57700,55300,111560,6289155700,907817871000,16039185,STK,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매",2011-11-01,12월,송미선,http://www.hanatour.com,서울특별시
257,082640,동양생명,KOSPI,,5620,1,110,2.0,5510,5720,5490,185184,1042768170,906835247700,161358585,STK,보험업,생명보험,2009-10-08,12월,이문구,http://www.myangel.co.kr,서울특별시
258,086900,메디톡스,KOSDAQ,우량기업부,124100,2,-900,-0.72,126200,126200,121700,48072,5917925200,905743477700,7298497,KSQ,기초 의약물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도
259,078130,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,901924696800,1127405871,KSQ,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,강태현,http://www.kukilpaper.co.kr,경기도
260,002840,미원상사,KOSPI,,189600,2,-5500,-2.82,192700,195500,189600,4277,821684600,900600000000,4750000,STK,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도
261,140410,메지온,KOSDAQ,중견기업부,29800,1,700,2.41,29350,30000,28500,92315,2702270100,892907442600,29963337,KSQ,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시
262,950210,프레스티지바이오파마,KOSPI,,14850,2,-710,-4.56,15800,15910,14450,155506,2332751600,892427901750,60096155,STK,자연과학 및 공학 연구개발업,바이오시밀러 및 항체의약품 신약,2021-02-05,06월,박소연,http://www.prestigebiopharma.com,싱가포르
263,225570,넥슨게임즈,KOSDAQ,우량기업부,13490,2,-310,-2.25,13800,14180,13430,853130,11776116270,888453747260,65860174,KSQ,소프트웨어 개발 및 공급업,온라인 및 모바일 게임,2015-09-25,12월,박용현,http://nexongames.co.kr,서울특별시
264,079160,CJ CGV,KOSPI,,5360,2,-40,-0.74,5350,5480,5170,360268,1922404040,887509196640,165580074,STK,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시
265,039200,오스코텍,KOSDAQ,벤처기업부,23050,2,-350,-1.5,23600,23600,21600,221990,5116664700,881608931800,38247676,KSQ,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,"김정근, 윤태영",http://www.oscotec.com,경기도
266,051980,중앙첨단소재,KOSDAQ,중견기업부,8710,2,-60,-0.68,8570,8900,8210,1222741,10497491440,870660336130,99961003,KSQ,통신 및 방송 장비 제조업,PVC샤시,2001-07-31,12월,김영신,http://joongang.co.kr,경기도
267,330590,롯데리츠,KOSPI,,3010,3,0,0.0,3010,3040,2985,273933,821659160,869796340840,288968884,STK,부동산 임대 및 공급업,부동산투자,2019-10-30,06월,롯데에이엠씨 주식회사,http://www.lottereit.co.kr/,서울특별시
268,108320,LX세미콘,KOSPI,,53000,2,-1200,-2.21,53600,54200,51500,65191,3436120100,862007900000,16264300,STK,반도체 제조업,Display Driver IC,2022-11-03,12월,이윤태,http://www.lxsemicon.com,대전광역시
269,002710,TCC스틸,KOSPI,,32350,1,50,0.15,31950,32750,30250,236473,7533289300,848013097950,26213697,STK,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,"손봉락, 조석희, 손기영 (각자대표)",http://www.tccsteel.com,경상북도
270,042000,카페24,KOSDAQ,기술성장기업부,34850,1,200,0.58,34350,35550,32650,870434,29908990600,845218931900,24253054,KSQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션",2018-02-08,12월,이재석,http://www.cafe24.com,서울특별시
271,003850,보령,KOSPI,,9730,2,-240,-2.41,10040,10050,9660,280708,2758348910,844439524110,86787207,STK,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,"김정균, 장두현",http://www.boryung.co.kr,서울특별시
272,003530,한화투자증권,KOSPI,,3935,2,-340,-7.95,4060,4085,3850,10753984,42511238360,844245494625,214547775,STK,금융 지원 서비스업,"유가증권 위탁매매,자기매매,인수주선",1986-11-25,12월,한두희,http://www.koreastock.co.kr,서울특별시
273,003540,대신증권,KOSPI,,16600,1,170,1.03,16430,16710,16400,69231,1143833010,842838440000,50773400,STK,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01,12월,오익근,http://www.daishin.com,서울특별시
274,122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,45000,2,-600,-1.32,45800,46000,43900,293131,13160011900,841097205000,18691049,KSQ,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",2011-11-23,12월,양민석 (단독대표이사),http://www.ygfamily.com,서울특별시
275,000670,영풍,KOSPI,,448500,2,-18000,-3.86,460000,495500,440500,26853,12654321500,826154940000,1842040,STK,1차 비철금속 제조업,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역",1976-06-12,12월,"박영민, 배상윤",http://www.ypzinc.co.kr,서울특별시
276,084370,유진테크,KOSDAQ,우량기업부,35500,2,-1600,-4.31,37300,37450,34450,265884,9355547550,813519491000,22916042,KSQ,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD,2006-01-17,12월,"엄평용, 신승우 (각자 대표이사)",http://www.eugenetech.co.kr,경기도
277,085660,차바이오텍,KOSDAQ,중견기업부,14400,2,-60,-0.41,14330,14470,14000,282648,4019122840,810927979200,56314443,KSQ,기초 의약물질 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시
278,192400,쿠쿠홀딩스,KOSPI,,22800,2,-200,-0.87,23100,23400,22600,23371,537416650,810817818000,35562185,STK,기타 금융업,주방용 전기기기 제조업,2014-08-06,12월,구본학,http://www.cuckoo.co.kr,경상남도
279,115450,HLB테라퓨틱스,KOSDAQ,중견기업부,10110,2,-150,-1.46,10360,10550,9930,834970,8442615990,810214722630,80139933,KSQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도
280,064760,티씨케이,KOSDAQ GLOBAL,우량기업부,69200,1,200,0.29,69800,69800,67400,27794,1903576800,807910000000,11675000,KSQ,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품,2003-08-18,12월,"신 히데오, 오창민 (각자대표)",http://www.tck.co.kr,경기도
281,376300,디어유,KOSDAQ,기술성장기업부,33700,2,-1350,-3.85,35000,35050,32300,357566,11878375150,799984282200,23738406,KSQ,소프트웨어 개발 및 공급업,"모바일 어플리케이션(DearU bubble, Lysn)",2021-11-10,12월,안종오,http://www.dear-u.co,서울특별시
282,058970,엠로,KOSDAQ,기술성장기업부,65700,2,-2000,-2.95,67800,68200,61800,338867,21852110700,798636717000,12155810,KSQ,소프트웨어 개발 및 공급업,"기업용 공급망관리 소프트웨어, AI 디지털혁신 소프트웨어, 공급망관리 클라우드 서비스",2021-08-13,12월,송재민,http://www.emro.co.kr,서울특별시
283,023590,다우기술,KOSPI,,17730,2,-290,-1.61,18010,18030,17600,60102,1070299460,795485119410,44866617,STK,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
284,214320,이노션,KOSPI,,19830,2,-50,-0.25,19850,20150,19720,34915,695201270,793200000000,40000000,STK,광고업,광고대행 및 광고물의 제작 등,2015-07-17,12월,이용우,http://www.innocean.com,서울특별시
285,003620,KG모빌리티,KOSPI,,4035,2,-5,-0.12,4080,4100,3930,275286,1096434260,792491164890,196404254,STK,자동차용 엔진 및 자동차 제조업,"자동차,자동차부품,차륜,정비 제조/도소매",1975-05-29,12월,"곽재선, 황기영, 박장호(각자대표이사)",http://www.kg-mobility.com,경기도
286,298050,HS효성첨단소재,KOSPI,,176000,2,-4500,-2.49,182200,182700,171800,18585,3280270500,788470848000,4479948,STK,화학섬유 제조업,PET타이어코드,2018-07-13,12월,"조용수, 성낙양(각자 대표이사)",http://www.hyosungadvancedmaterials.com,서울특별시
287,229640,LS에코에너지,KOSPI,,25700,2,-600,-2.28,26350,26900,25100,222036,5778463850,787059390300,30624879,STK,기타 금융업,,2016-09-22,12월,이상호,http://www.lsecoenergy.com,서울특별시
288,005440,현대지에프홀딩스,KOSPI,,5000,2,-190,-3.66,5120,5300,4925,342287,1718977965,779521505000,155904301,STK,기타 금융업,"백화점,여행알선,숙박,음식점/부동산 임대",1989-08-22,12월,"정지선, 장호진 (각자 대표이사)",http://https://www.hyundaigfholdings.co.kr/web/html/ko/CI/CI.html,서울특별시
289,121600,나노신소재,KOSDAQ,우량기업부,63600,2,-200,-0.31,63800,65700,61200,80157,5085429400,775670560800,12196078,KSQ,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등",2011-02-09,12월,박장우,http://anapro.com,세종특별자치시
290,440110,파두,KOSDAQ,기술성장기업부,15650,2,-720,-4.4,16070,16300,15370,206674,3231987080,772283617400,49347196,KSQ,반도체 제조업,SSD 컨트롤러,2023-08-07,12월,"이지효,남이현",http://www.fadu.io/,서울특별시
291,004800,효성,KOSPI,,46100,1,550,1.21,45550,46500,44750,26902,1238307950,771732762700,16740407,STK,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사",1973-06-30,12월,"Hyun-Joon Cho, Kyoo-Young Kim",http://www.hyosung.com,서울특별시
292,020560,아시아나항공,KOSPI,,10080,2,-160,-1.56,10250,10380,9960,251875,2546771290,750070581120,74411764,STK,항공 여객 운송업,"항공운송(여객운송,화물운송)/항공기 제조,정비수리",2008-03-28,12월,원유석,http://www.flyasiana.com,서울특별시
293,069260,TKG휴켐스,KOSPI,,18300,2,-50,-0.27,18490,18580,18210,48728,896079690,748078160400,40878588,STK,기타 화학제품 제조업,"화합물,화학제품 제조",2002-10-07,12월,김우찬,http://www.huchems.com,서울특별시
294,036830,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,35550,2,-400,-1.11,36250,37550,34850,112767,4068258300,745272190800,20964056,KSQ,회사 본부 및 경영 컨설팅 서비스업,"반도체,디스플레이,2차전지 공정용 화학제품",2000-01-18,12월,정현석,http://www.soulbrainholdings.co.kr,경기도
295,056190,에스에프에이,KOSDAQ GLOBAL,우량기업부,20650,1,400,1.98,20400,20750,20000,69213,1413268250,741515894000,35908760,KSQ,특수 목적용 기계 제조업,"디스플레이, 2차전지, 반도체 제조설비 및 공장자동화기기",2001-12-18,12월,김영민,http://www.sfa.co.kr,경기도
296,232140,와이씨,KOSDAQ,우량기업부,9030,2,-600,-6.23,9610,9630,8610,1488168,13459803990,740869510500,82045350,KSQ,특수 목적용 기계 제조업,메모리 웨이퍼 테스터,2015-12-24,12월,최명배,http://yikcorp.com,경기도
297,120110,코오롱인더,KOSPI,,26800,1,150,0.56,26500,26850,25850,121954,3228198900,737511638800,27519091,STK,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,"김영범, 유석진",http://www.kolonindustries.com/,서울특별시
298,005250,녹십자홀딩스,KOSPI,,15580,1,120,0.78,15720,15730,15310,77361,1199791500,732699511800,47028210,STK,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.gccorp.com,경기도
299,053800,안랩,KOSDAQ,우량기업부,65300,1,4700,7.76,60700,66200,60200,314168,20318695900,726560841800,11126506,KSQ,소프트웨어 개발 및 공급업,바이러스백신 프로그램,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도
300,089590,제주항공,KOSPI,,8990,1,70,0.78,9000,9050,8730,139706,1244262190,724962455150,80640985,STK,항공 여객 운송업,"여객운송서비스, 화물운송서비스",2015-11-06,12월,김이배,http://www.jejuair.net,제주특별자치도
301,086450,동국제약,KOSDAQ GLOBAL,우량기업부,16230,1,30,0.19,16320,16320,16000,115078,1854012440,721585800000,44460000,KSQ,의약품 제조업,"인사돌, 복합마데카솔, 파미레이",2007-05-29,12월,송준호,http://www.dkpharm.co.kr,서울특별시
302,006120,SK디스커버리,KOSPI,,38300,1,500,1.32,37350,38600,36800,34698,1306753600,719498246500,18785855,STK,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29,12월,"최창원, 전광현",http://www.skdiscovery.com,경기도
303,001430,세아베스틸지주,KOSPI,,20000,2,-50,-0.25,20000,20250,19600,143570,2858818770,717242380000,35862119,STK,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,"이태성, 김수호",http://www.seahbesteel.co.kr,서울특별시
304,268280,미원에스씨,KOSPI,,143300,1,600,0.42,142700,143300,142700,1126,160768100,716500000000,5000000,STK,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,"김형웅, 배원",http://www.miramer.co.kr,전북특별자치도
305,100090,SK오션플랜트,KOSPI,,12070,2,-360,-2.9,12400,12570,11410,303367,3617817900,714490505760,59195568,STK,1차 철강 제조업,해상풍력 하부구조물,2023-04-19,12월,이승철,http://www.skoceanplant.com/,경상남도
306,009410,태영건설,KOSPI,,2465,2,-80,-3.14,2515,2575,2400,78490,193327015,709686655705,287905337,STK,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매",1989-11-13,12월,"최금락, 최진국 (각자대표)",http://www.taeyoung.com,경기도
307,285130,SK케미칼,KOSPI,,40950,2,-500,-1.21,41450,41950,40650,19183,790937150,706542413850,17253783,STK,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,"김철, 안재현",http://www.skchemicals.com,경기도
308,003030,세아제강지주,KOSPI,,170400,2,-3400,-1.96,176000,176200,168400,5436,931948900,705738352800,4141657,STK,기타 금융업,경영컨설팅업,1969-05-13,12월,"이주성, 조영빈",http://www.seahsteel.co.kr/company/holdings/,서울특별시
309,417200,LS머트리얼즈,KOSDAQ,중견기업부,10310,2,-90,-0.87,10390,10580,9870,418052,4267119880,697498914290,67652659,KSQ,전자부품 제조업,울트라커패시터(셀 및 모듈),2023-12-12,12월,홍영호,,경기도
310,030190,NICE평가정보,KOSPI,,11590,2,-400,-3.34,12060,12060,11310,110818,1280514170,696647895300,60107670,STK,기타 정보 서비스업,"개인 및 기업정보, 솔루션",2023-08-08,12월,신희부,,서울특별시
311,012630,HDC,KOSPI,,11660,2,-200,-1.69,11860,11950,11410,125582,1464489180,696588466860,59741721,STK,기타 금융업,지주회사,1996-10-16,12월,"정몽규, 정경구",http://www.hdc-holdings.com,서울특별시
312,066575,LG전자우,KOSPI,,40500,2,-150,-0.37,40200,41200,39300,59300,2376264200,696032676000,17185992,STK,,,,,,,
313,281740,레이크머티리얼즈,KOSDAQ,우량기업부,10570,2,-170,-1.58,10600,10880,10240,378980,3990579330,694771892360,65730548,KSQ,기타 화학제품 제조업,"LED, 반도체 소재 및 석유화학촉매",2017-12-12,12월,김진동,http://www.lake-led.com,세종특별자치시
314,041190,우리기술투자,KOSDAQ,우량기업부,8240,2,-430,-4.96,8850,9170,8240,10661374,92466989600,692160000000,84000000,KSQ,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,12월,이정훈,http://www.wooricapital.co.kr,서울특별시
315,001680,대상,KOSPI,,19890,2,-110,-0.55,20150,20400,19800,230251,4613621170,689149217250,34648025,STK,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01,12월,임정배,http://www.daesang.co.kr,서울특별시
316,005180,빙그레,KOSPI,,69900,2,-1900,-2.65,71000,71500,68500,59270,4134566500,688601745900,9851241,STK,동·식물성 유지 및 낙농제품 제조업,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조",1978-08-31,12월,전창원,http://www.bing.co.kr,경기도
317,353200,대덕전자,KOSPI,,13850,2,-370,-2.6,14080,14400,13420,335621,4644783760,684424411250,49416925,STK,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,신영환,http://www.daeduck.com,경기도
318,000210,DL,KOSPI,,32450,2,-750,-2.26,33400,33700,31950,100275,3251771150,680018435800,20955884,STK,기초 화학물질 제조업,지주회사,1976-02-02,12월,김종현,http://www.dlholdings.co.kr,서울특별시
319,082270,젬백스,KOSDAQ,벤처기업부,17000,2,-260,-1.51,17200,17550,16350,610608,10344597060,679900958000,39994174,KSQ,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber",2005-06-24,12월,"김기호, 이석준",http://www.kael.co.kr,대전광역시
320,003240,태광산업,KOSPI,,608000,1,3000,0.5,610000,616000,602000,1061,645955000,676947200000,1113400,STK,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등",1975-12-27,12월,성회용,http://www.taekwang.co.kr,서울특별시
321,025540,한국단자,KOSPI,,64800,2,-1800,-2.7,66600,67200,64500,22925,1495239300,674892000000,10415000,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)",1996-10-16,12월,"이창원,이원준",http://www.ket.com,인천광역시
322,114090,GKL,KOSPI,,10840,2,-240,-2.17,11000,11190,10600,234600,2534001260,670515462800,61855670,STK,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,윤두현,http://www.grandkorea.com,서울특별시
323,003380,하림지주,KOSDAQ GLOBAL,우량기업부,5970,1,120,2.05,5870,5980,5760,293478,1721730120,668673557370,112005621,KSQ,기타 금융업,지주사업,2017-06-30,12월,김홍국,http://www.harimholdings.co.kr,전북특별자치도
324,047920,HLB제약,KOSDAQ,기술성장기업부,21000,2,-600,-2.78,21750,21800,20500,223824,4719862650,668114874000,31814994,KSQ,자연과학 및 공학 연구개발업,"씨트리시메티딘정, 로자틴정",2015-12-21,12월,박재형,http://www.hlbpharma.co.kr,경기도
325,293940,신한알파리츠,KOSPI,,5460,2,-20,-0.36,5500,5500,5350,171867,929864060,660333071580,120940123,STK,부동산 임대 및 공급업,비거주 부동산 임대 서비스업,2018-08-08,03월,이준구,http://www.shalphareit.com,서울특별시
326,317330,덕산테코피아,KOSDAQ,우량기업부,31800,1,700,2.25,30900,31850,29500,217175,6669984850,651155371200,20476584,KSQ,기타 화학제품 제조업,"OLED 소재, 반도체 소재",2019-08-02,12월,이수완,http://dstp.co.kr,충청남도
327,145720,덴티움,KOSPI,,57900,2,-1000,-1.7,58900,60700,57200,72425,4230100300,640885257000,11068830,STK,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,"서승우, 윤병호",http://www.dentium.co.kr,경기도
328,031980,피에스케이홀딩스,KOSDAQ,우량기업부,29550,2,-1450,-4.68,30800,30900,28700,230108,6820124550,637168772250,21562395,KSQ,특수 목적용 기계 제조업,"Descum, Reflow",1997-01-07,12월,박경수,http://www.pskholding.com,경기도
329,271940,일진하이솔루스,KOSPI,,17480,1,90,0.52,17270,17560,16940,61067,1049565320,634754561200,36313190,STK,그외 기타 운송장비 제조업,"수소승용용기, 매연저감장치 등",2021-09-01,12월,양성모,http://hysolus.co.kr,전북특별자치도
330,078340,컴투스,KOSDAQ GLOBAL,우량기업부,49800,2,-500,-0.99,50300,50700,48600,152360,7545332300,634340199000,12737755,KSQ,소프트웨어 개발 및 공급업,모바일게임,2007-07-06,12월,Nam Jaekwan,http://com2us.com/corporation,서울특별시
331,323280,태성,KOSDAQ,중견기업부,24550,2,-850,-3.35,24900,25550,24000,359467,8843954250,633898921500,25820730,KSQ,특수 목적용 기계 제조업,PCB 자동화 설비,2019-06-24,12월,김종학,http://www.taesung2000.com,경기도
332,000640,동아쏘시오홀딩스,KOSPI,,99300,2,-1100,-1.1,100400,100400,98000,8122,802923600,630447060900,6348913,STK,기타 금융업,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산",1970-02-10,12월,김민영,http://www.donga.co.kr,서울특별시
333,033100,제룡전기,KOSDAQ,우량기업부,38950,2,-1450,-3.59,40450,40550,38150,288196,11247019950,625630830550,16062409,KSQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기",1997-08-18,12월,박종태,http://www.cheryong.co.kr,서울특별시
334,030610,교보증권,KOSPI,,5470,2,-90,-1.62,5450,5560,5450,55063,302878550,623377396670,113962961,STK,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,"박봉권, 이석기 (각자대표)",http://www.iprovest.com,서울특별시
335,032350,롯데관광개발,KOSPI,,8180,2,-10,-0.12,8170,8260,7800,532625,4268885050,623284776940,76196183,STK,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행",2006-06-08,12월,"김기병, 백현, 김한준",http://lottetour.com,제주특별자치도
